link,headline,category,short_description,authors,date
https://www.huffingtonpost.com/entry/hillary-clinton-missing_us_56761b37e4b014efe0d5c9e5,Hillary Clinton Briefly Went Missing From The Democratic Debate,POLITICS,Oh no!,Amanda Terkel and Arthur Delaney,2015-12-20
https://www.huffingtonpost.com/entry/rihanna-australia-global-education_us_5a73ede5e4b0905433b2b6a6,"Rihanna Asked Australia For Global Education Money, And Got It",WORLD NEWS,"""We love a Queen who brings about swift action.""",Josh Butler,2018-02-02
https://www.huffingtonpost.com/entry/how-bill-oreilly-defined-the-on-air-jerk-culture-at_us_58f8f2b7e4b086ce58980ea9,How Bill O’Reilly Defined The On-Air Jerk Culture At Fox News,MEDIA,"Fox is belatedly trying to clean house. But the culture runs deep, and Bill should have been fired ages ago.","Eric Boehlert, ContributorSenior Fellow, Media Matters for America",2017-04-20
https://www.huffingtonpost.com/entry/david-shulkin-oped_us_5abcd55fe4b03e2a5c79c7f2,"Ousted VA Secretary David Shulkin Calls Washington 'Toxic, Chaotic' In Scathing Op-Ed",POLITICS,His tenure as the lone Democrat in Trump's Cabinet wasn’t without scandal.,Hayley Miller,2018-03-29
https://www.huffingtonpost.com/entry/dancers-body_us_5b9c926ce4b03a1dcc7feb50,"The Real Secret to Long, Lean Muscles (VIDEO)",WELLNESS,"Admit it, that's exactly what you want: the body of dancer, with long, lean muscles. Here's the secret.","Jeff Halevy, Contributor
TV Host, Healthy Living Expert, & CEO of Halevy Life",2012-12-04
https://www.huffpost.com/entry/congressman-duncan-hunter-taxpayer-funded-paycheck-after-pleading-guilty_n_5deecd7ee4b05d1e8a56aa16,"Duncan Hunter To Collect Over $10,000 In Taxpayer-Funded Income After Guilty Plea",POLITICS,The California Republican will continue cashing his paychecks even after he admitted to stealing hundreds of thousands of dollars in campaign donations.,Jessica Schulberg,2019-12-09
https://www.huffingtonpost.com/entry/composer-dan-licht-on-writing-for-dexter_b_7592890.html,Composer Dan Licht on Writing for Dexter,ENTERTAINMENT,The score for Dexter is so popular all eight seasons have released individual soundtracks and Licht has performed the music in concert before live audiences,"Nell Minow, ContributorMovie critic, corporate governance analyst",2015-06-23
https://www.huffingtonpost.com/entry/scott-walker-food-stamp-drug-tests_us_570d6294e4b0885fb50e9236,Scott Walker Leads GOP Governors' Calls For Congress To Allow Food Stamp Drug Tests,POLITICS,"States aren't allowed to check the welfare recipients for drugs, but this bill would change that.",Arthur Delaney,2016-04-13
https://www.huffingtonpost.com/entry/use-these-special-pope-emojis-and-be-blessed_us_5602cf5ce4b0fde8b0d0b542,Use These Special Pope Emojis And Be #Blessed,TECH,#PopeIsHope,"Nadya Agrawal, Guest Writer",2015-09-23
https://www.huffingtonpost.com/entry/post_us_5b9d5ff0e4b03a1dcc87327d,Doing The Chaa-Chaa-Chaa Through Life's Jungle,TRAVEL,"It is hard to imagine an environment that is more vividly alive than the jungle--lush, teeming, unfurling, changing, challenging, chaotic, diverse, primal, light, dark, and unpredictable.","Meg Pier, Contributor
Proprietor, ViewfromthePier.com",2013-07-26
https://www.huffingtonpost.com/entry/cpap_us_5b9de7d9e4b03a1dcc8e7ee2,"Adhering to CPAP Therapy Takes Perseverance, Accommodations, and Expertise",WELLNESS,"On detailed questioning he reported the full-face mask was, ""just too big, leaked too much, and left marks on his face."" He was never told that masks are available in different sizes and, more importantly, can come in different styles, including nasal pillows and nasal triangular devices.","Stanford Center for Sleep Sciences and Medicine, Contributor
The Center is the birthplace of sleep medicine and includes re...",2014-03-04
https://www.huffingtonpost.com/entry/hilary-duff-aaron-carter-watch-what-happens-live_n_5958444.html,Hilary Duff Says Aaron Carter Makes Her 'Uncomfortable',ENTERTAINMENT,,Cavan Sieczkowski,2014-10-09
https://www.huffingtonpost.com/entry/worlds-most-insane-hot_n_5279994.html,Insanely Cool Hotels You'll Have To Stay In To Believe,TRAVEL,,Carly Ledbetter,2014-05-13
https://www.huffingtonpost.com/entry/spinning-middle-finger-waving-dodgers-fan_us_55f1ef5ee4b093be51be3ded,"Spinning, Middle Finger-Waving Dodgers Fan Is The Perfect Thing",SPORTS,He's the rare symbol for the real Los Angeles.,Maxwell Strachan,2015-09-10
https://www.huffpost.com/entry/banana-brownies-recipes_l_5e99150fc5b6a92100e4d1bc,"Banana Brownies, For When You're Sick Of Banana Bread",FOOD & DRINK,You've already made so much banana bread with your overripe bananas during coronavirus lockdown. Make this easy recipe instead.,Jeremy Paige,2020-04-17
https://www.huffingtonpost.com/entry/the-worst-kiddie-birthday-party_us_5b9cef85e4b03a1dcc831455,The Worst Kiddie Birthday Party (Ever!),PARENTING,"Every parent, if they're honest, will admit that a particular stage of parenthood was especially challenging. For me, it wasn't infancy. It was hardest for me when the kids were in that in-between stage.","Candace Walsh, Contributor
Award-winning memoirist and editor",2013-04-03
https://www.huffingtonpost.com/entry/new-york-fashion-week-highlights_us_5b9d8216e4b03a1dcc88e6ad,The 19 Things You Need To Remember From New York Fashion Week (PHOTOS),STYLE & BEAUTY,14. Things got awkward at Marc by Marc Jacobs. More than one showgoer showed up in the exact same outfit -- eek! 2. Naomi,Michelle Persad,2013-09-13
https://www.huffingtonpost.com/entry/trump-seoul-north-korea_us_59b035aee4b0b5e531032ade,"Despite Trump's Digs, Seoul Is Aggressively Trying To Deter North Korea",WORLD NEWS,"""It undermines an ally's confidence and it really gives aid and sustenance to North Korea,"" an expert said of the president's latest comments.",Nick Visser,2017-09-06
https://www.huffingtonpost.com/entry/hollywood-meets-the-susta_b_12065224.html,Hollywood Meets the Sustainable Development Goals,IMPACT,Why did UN Secretary-General Ban Ki-moon travel to Los Angeles last month to pitch the Sustainable Development Goals to a roomful of entertainment industry writers and producers?,"Marty Kaplan, ContributorUSC Annenberg professor and Norman Lear Center director",2016-09-17
https://www.huffingtonpost.com/entry/mindfulness_us_5b9b81dae4b03a1dcc782675,Mindfulness as a Path to Personal Sustainability,WELLNESS,"Everything you do actively creates your experience, in the past, now and in the future. Practicing mindfulness in your everyday living and adopting a mindset of sustainability allows you to live in harmony with yourself and the world around you.","Dr. Terri Kennedy, Contributor
President, Power Living Enterprises, Inc.",2012-03-29
https://www.huffingtonpost.com/entry/will-smith-on-harvey-weinstein-netflixs-bright-and-examining-racism-through-a-racists-lens_us_5a382c37e4b0860bf4aa5ed1,"Will Smith On Harvey Weinstein, Netflix's 'Bright' And Examining Racism Through A Racist's Lens",WORLD NEWS,"""The whole Weinstein situation is bizarre. Who'd do such a thing?""","Ankur Pathak, HuffPost India",2017-12-18
https://www.huffingtonpost.com/entry/perspective-is-everything_us_5b9dcdfae4b03a1dcc8d1e0a,Perspective Is Everything in 2014,DIVORCE,"In 2014, make the choice to change your thoughts and you will change your world. Remember, what you think during times of adversity will determine how long you remain there.","Debbie Martinez, M.A., Contributor
Divorce Coach and Travel Editor",2014-01-22
https://www.huffingtonpost.com/entry/patricia-clarkson-has-no-time-for-complaints-from-white-male-actors_us_575abf1ce4b00f97fba804f6,Patricia Clarkson Has No Time For Complaints From White Male Actors,WOMEN,"""Shut up and sit in the corner. I mean, seriously!""",Taylor Pittman,2016-06-10
https://www.huffingtonpost.com/entry/black-lives-matter-mayors-conference_us_569fcc9ee4b0a7026bf9e0be,Black Lives Matter Protesters Call For Justice At U.S. Mayors Conference,POLITICS,"Chicago Mayor Rahm Emanuel, Flint Mayor Karen Weaver and Baltimore’s Stephanie Rawlings-Blake were in attendance.",Julia Craven and Tyler Tynes,2016-01-20
https://www.huffingtonpost.com/entry/netflix-and-chill-airbnb-nyc-cornelia-street_us_56aa161ce4b0016489226a76,This Airbnb In New York City Is Specially Designed For 'Netflix And Chill',TRAVEL,"It was bound to happen, right? Right.",Kate Bratskeir,2016-01-28
https://www.huffingtonpost.com/entry/takata-bankruptcy-airbag-recall_us_5950a9dce4b0da2c731c7628,Takata Corp. Files For Bankruptcy Following Massive Airbag Recall,BUSINESS,It is the biggest bankruptcy of a Japanese manufacturer.,"By Naomi Tajitsu, Reuters",2017-06-26
https://www.huffingtonpost.com/entry/life-lessons_b_5411159.html,32 Truths I've Learned By My 32nd Birthday,HEALTHY LIVING,"I felt so adult in my mid 20s, which I'm grateful for because I'm sure it propelled me to where I am today. But at 32, I can wholeheartedly say I feel much freer and younger in mind, body and spirit.","Elizabeth Rider, ContributorWellness expert, health coach, clean recipe master, entreprene...",2014-05-31
https://www.huffingtonpost.com/entry/11-strange-craigslist-ads_us_5b9bdee3e4b03a1dcc7add27,11 Strange Craigslist Ads From Across The Country,HOME & LIVING,"Well folks, it's that time of the week. We've scoured Craigslist for the weird and strange-- and we weren't disappointed",Nicole Guzzardi,2012-06-20
https://www.huffingtonpost.com/entry/eye-health_us_5b9c93a7e4b03a1dcc7ff81f,To See Better Is to Live Better,WELLNESS,"True or false: I can see well, so my eyes are healthy.  If you answered ""true,"" then you're one of millions who believe in this common eye health myth.","Calvin W. Roberts, M.D., Contributor
Corporate Vice President and Chief Medical Officer, Bausch + Lomb",2012-12-03
https://www.huffingtonpost.com/entry/stanley-fish-on-academic-freedom_b_6689506.html,Stanley Fish on Academic Freedom,COLLEGE,"Interested in academic freedom?  If so, you should read Stanley Fish's new book, Versions of Academic Freedom: From Professionalism to Revolution.  I hasten to add that you should disagree with much of it, and you probably will.","David Moshman, ContributorIntellectual freedom activist",2015-02-17
https://www.huffingtonpost.com/entry/apple-rejects-pepe_us_593dfd52e4b0c5a35ca0c958,Apple Rejects New Game App Featuring 'Objectionable' Pepe The Frog,TECH,Alt-right mascot doesn't make the cut for the Apple store.,Mary Papenfuss,2017-06-12
https://www.huffingtonpost.com/entry/holiday-loneliness_b_6280452.html,The 4 Difficulties Of Being Alone In A Partnered World,FIFTY,I noticed a woman eating by herself. She mostly looked at her iPhone. I concentrated on my eggs and short stack. A lot of people tell me they could never eat alone.,"Dr. Margaret Rutherford, ContributorClinical Psychologist, Mental Health/Midlife Blogger",2014-12-12
https://www.huffingtonpost.com/entry/self-confidence_us_5b9cba55e4b03a1dcc8144e3,Do You Want to Feel More Confident?,WELLNESS,"Second-guessing and doubting ourselves can be deadly. It kills our enthusiasm for embarking on a big project, getting involved in a new relationship, and the list goes on. When doubting yourself rears its ugly head, here are ways to put down the monster.","Helene Lerner, Contributor
CEO, Creative Expansions Inc.",2013-01-19
https://www.huffingtonpost.com/entry/using-twitter-to-save-a-newborn-from-a-flood_us_59a6fb3ce4b05fa16286bef7,Using Twitter To Save A Newborn From A Flood,TECH,Social media provided stranded people with a digital megaphone that could be carried far beyond Harvey’s path.,"The Atlantic, ContributorExploring the American idea since 1857",2017-08-30
https://www.huffingtonpost.com/entry/vampire-couples_n_6054814.html,Vampire Couples Are JUST Like Regular Couples,COMEDY,,Sarah Barness,2014-10-27
https://www.huffingtonpost.com/entry/spring-break-destinations_us_5b9defcce4b03a1dcc8f1852,"The 10 Best Spring Break Destinations, North America",TRAVEL,"It's spring break, and after a cold winter, countless exams, work and internships... you get a vacation from your vacation. Sorry guys, college is your life vacation. So party up while you can. Make it count, at one of these top 10 spring break destinations","Stephanie Be, Contributor
Instagram @StephBeTravel, Professional Traveler at Travel-Brea...",2014-03-24
https://www.huffingtonpost.com/entry/bring-out-the-best-in-bro_b_5597784.html,Bring Out the Best in Brows,STYLE,Eyebrows underline your emotions.  The wrong shape can convey unintended vulnerability or aggression.  The smallest change can totally disrupt the balance of your features: pluck a hair or two too many between the brows and your forehead looks distended.,"Yves Durif, ContributorCelebrity Hair Stylist",2014-07-18
https://www.huffingtonpost.com/entry/white-supremacy-is-demonic_us_598f80fde4b0ed1f464c0b3e,White Supremacy Is Demonic,POLITICS,We must call white supremacy by its right name and destroy it.,"Susan Thistlethwaite, ContributorI am a Professor of Theology and President Emerita of Chicago ...",2017-08-12
https://www.huffingtonpost.com/entry/tillerson-snubs-ivanka-indiatrip_us_5a18bb14e4b0649480747fe4,Report: Tillerson Snubbing Ivanka Trump's India Trip Amid Tensions,POLITICS,No senior State Department officials will accompany her to a business summit there.,Mary Papenfuss,2017-11-25
https://www.huffingtonpost.com/entry/five-keys-to-consider-with-label-deal_b_7106182.html,5 Keys to Consider with a Label Deal in the Music Industry,ENTERTAINMENT,"A fairytale ending can certainly happen for an artist in the music business, but it usually comes in the form of having a wise and learned advocate who can point out the dangers that lie ahead in hopes of helping them navigate the landscape.","Patrick Hess, ContributorHusband, father, entrepreneur, freelance writer, and goofball",2015-04-21
https://www.huffingtonpost.com/entry/dream-meanings_us_5b9c94cbe4b03a1dcc800267,Decoding the Science Behind Dream Interpretation and the Lucid Dream,WELLNESS,Are you curious -- and sometimes maybe a bit baffled -- by your dreams? Do you wake up with fragments of a dream fresh in your mind and wonder: Why did I dream that?,"Dr. Michael J. Breus, Contributor
Clinical Psychologist; Board Certified Sleep Specialist",2012-12-08
https://www.huffingtonpost.com/entry/the-silver-lining-of-trum_b_12505202.html,We Will Have To Heal The Wounds Left After Trump's Corrosive Campaign,POLITICS,"Once the election is over, we will need a collective effort to bind the wounds and address the divisions caused by this polarizing campaign.","Randi Weingarten, ContributorPresident, American Federation of Teachers",2016-10-16
